NAME_KR,NAME_EN,DESCRIPTION_KR,DESCRIPTION_EN,KEYWORDS_KR,KEYWORDS_EN,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_KR,INDUSTRY_NAME_EN
22mm Push Button Switch,22mm Push Button Switch,22mm Push Button Switch,22mm Push Button Switch,,,,"Yueqing Aibeiken Electric Co., Ltd.","Assemblies for Measurement Applications, Electrical Wire & Cable, Manufacturing & Industrial Engineering, DDI & Other Network Technology Components Assemblies, Insulating Element, Electrical Plug, Signal Influencing Components, Information and Communications Technology; Push Button switch, micro switch, Rocker switch, Toggle switch tact switch, signal light, alarm light, power switch, Dip switch, rotary switch, push switch, electronic lock, car switch, USB car charger, fuse holder, overload protection circuit breake; OBM, OEM","Assemblies for Measurement Applications, Electrical Wire & Cable, Manufacturing & Industrial Engineering, DDI & Other Network Technology Components Assemblies, Insulating Element, Electrical Plug, Signal Influencing Components, Information and Communications Technology; Push Button switch, micro switch, Rocker switch, Toggle switch tact switch, signal light, alarm light, power switch, Dip switch, rotary switch, push switch, electronic lock, car switch, USB car charger, fuse holder, overload protection circuit breake; OBM, OEM"
LCD module,LCD module,"Featured are high quality LCD modules in assorted sizes and shapes. They come with segment, character and graphic display types. These LCD modules are perfect for use in different portable audio devices such as MP3 and recording devices.","Featured are high quality LCD modules in assorted sizes and shapes. They come with segment, character and graphic display types. These LCD modules are perfect for use in different portable audio devices such as MP3 and recording devices.",,,,Rcl Display Limited,"Liquid Crystal Display (LCD); We are capable to produce wide ranges of products with different technology including TN, HTN, STN, FSTN, DFSTN, ASTN, DSTN, EBTN in COB, COG and TAB. We can build LED backlights and TFT products with capacitive touch panels and resistive touch panel; ODM, OEM","Liquid Crystal Display (LCD); We are capable to produce wide ranges of products with different technology including TN, HTN, STN, FSTN, DFSTN, ASTN, DSTN, EBTN in COB, COG and TAB. We can build LED backlights and TFT products with capacitive touch panels and resistive touch panel; ODM, OEM"
UTC-047,UTC-047,USB connector can apply in all different kind of electronic device and equipment. This USB also waterproof which is IP68,USB connector can apply in all different kind of electronic device and equipment. This USB also waterproof which is IP68,,,,See-Plus Industrial Limited,"Insulating Element, Mains Power Appliance Outlets, Mains Power Appliance Inlets, DDI & Other Network Technology Components Assemblies, Reed Switch, Electrical Plug; Low Voltage Switches, Jacks, Sockets and USB Connectors; OEM","Insulating Element, Mains Power Appliance Outlets, Mains Power Appliance Inlets, DDI & Other Network Technology Components Assemblies, Reed Switch, Electrical Plug; Low Voltage Switches, Jacks, Sockets and USB Connectors; OEM"
Power Supply,Power Supply,Power Supply,Power Supply,,,,Surface Mount Technology Ltd.,"Assembly & Subsystem ( include PCB Assembly ), Electronic Manufacturing Service; EMS, PCBA; OEM","Assembly & Subsystem ( include PCB Assembly ), Electronic Manufacturing Service; EMS, PCBA; OEM"
Car Audio Box,Car Audio Box,Car Audio Box,Car Audio Box,,,,AL Goodwell Industries Ltd,"DDI & Other Network Technology Components Assemblies, Manufacturing & Industrial Engineering, Signal Influencing Components, Embedded Systems Assembly / Module, Laboratory Equipment & Supplies, Electronic Product Ceramic Part, Electronic Design on Measurement Technology of Non-Electrical Parameters, Electronic Design on Measurement Technology of Electrical Parameters, Information and Communications Technology, Assemblies for Measurement Applications; Loudspeaker, Mylar Speaker, TV & LCD Speaker & Multimedia Devices, Car Audio, Notebook Speaker, MEMS/SMD Electret Condenser Microphone, Dynamic Receiver, SMD/Magnetic Piezoelectric Buzzer & Transducer, Piezo Ceramic Buzzer Plate, Ultrasonic Sensor; OBM","DDI & Other Network Technology Components Assemblies, Manufacturing & Industrial Engineering, Signal Influencing Components, Embedded Systems Assembly / Module, Laboratory Equipment & Supplies, Electronic Product Ceramic Part, Electronic Design on Measurement Technology of Non-Electrical Parameters, Electronic Design on Measurement Technology of Electrical Parameters, Information and Communications Technology, Assemblies for Measurement Applications; Loudspeaker, Mylar Speaker, TV & LCD Speaker & Multimedia Devices, Car Audio, Notebook Speaker, MEMS/SMD Electret Condenser Microphone, Dynamic Receiver, SMD/Magnetic Piezoelectric Buzzer & Transducer, Piezo Ceramic Buzzer Plate, Ultrasonic Sensor; OBM"
Magnetic head \ FPC \ Coil\Transformer,Magnetic head \ FPC \ Coil\Transformer,Flexible printed circuit board,Flexible printed circuit board,,,,Apollo (H.K.) Electronics Limited,"APOLLO MAIN PRODUCTIONS:
1. Magnetic head and magnetic head assembly for POS machine
2. FPC and FPC assembly by SMT
3. Coils and cables etc.; ODM, OEM","APOLLO MAIN PRODUCTIONS:
1. Magnetic head and magnetic head assembly for POS machine
2. FPC and FPC assembly by SMT
3. Coils and cables etc.; ODM, OEM"
RF/Microwave Capacitors,RF/Microwave Capacitors,"RF/Microwave SMD capacitors designed and manufactured for optimal performance in RF and microwave frequencies, high RF power, and optical applications. Technologies include: industry leading tight tolerance Accu-P® capacitors, ultra-broadband capacitors, single layer capacitors, high power RF capacitors, and high Q/low ESR multilayer ceramic capacitors. These capacitors are suitable for operation across many applications and industries including: consumer, commercial, industrial, telecom, automotive, military, aerospace, space, and medical.","RF/Microwave SMD capacitors designed and manufactured for optimal performance in RF and microwave frequencies, high RF power, and optical applications. Technologies include: industry leading tight tolerance Accu-P® capacitors, ultra-broadband capacitors, single layer capacitors, high power RF capacitors, and high Q/low ESR multilayer ceramic capacitors. These capacitors are suitable for operation across many applications and industries including: consumer, commercial, industrial, telecom, automotive, military, aerospace, space, and medical.",,,,Bipole International (HK) Ltd,"Microcontroller, Resistor, Integrated Circuit ( IC ), Semiconductor, Inductor, Transistor, BNC 50 Ω/ 75 Ω Coxial Connector, Computer Cable, Capacitor, Manufacturing & Industrial Engineering; We have been specializing in an extensive range of passive components such as Capacitors, Resistor, Resonator, Transistor and many more.; ODM, OEM","Microcontroller, Resistor, Integrated Circuit ( IC ), Semiconductor, Inductor, Transistor, BNC 50 Ω/ 75 Ω Coxial Connector, Computer Cable, Capacitor, Manufacturing & Industrial Engineering; We have been specializing in an extensive range of passive components such as Capacitors, Resistor, Resonator, Transistor and many more.; ODM, OEM"
Metal Semiconductor,Metal Semiconductor,Metal Semiconductor,Metal Semiconductor,,,,Fenghua (Hong Kong) Electronics Limited,"Integrated Circuit ( IC ), Resistor, Capacitor, Inductor, Transistor, Semiconductor; Automotive Grade AEC-Q200 / Chip Resistor / Chip Capacitor / Inductor / Varistor / ECAP / Schottky Diode; OEM, Others, ODM","Integrated Circuit ( IC ), Resistor, Capacitor, Inductor, Transistor, Semiconductor; Automotive Grade AEC-Q200 / Chip Resistor / Chip Capacitor / Inductor / Varistor / ECAP / Schottky Diode; OEM, Others, ODM"
"Semiconductor chip test probe head (BeCu,Straight Crown)","Semiconductor chip test probe head (BeCu,Straight Crown)","(1)Semiconductor chip test probe Top Plunger& Bottom Plunger; Pd Alloy： Top plunger,Bottom plunger; BeCu： Top plunger,Bottom plunger; SK4： Top plunger,Bottom plunger; (2)Manufacturing Technology; Compound cutting with high precision CNC automatic lathe.; Heat treatment.; Manufacture of bars and coils of palladium alloys, etc.; Surface finishing.; (3)Special Processing Technology; Ultra-micro machining capability:part OD＞0.02mm.; Micro compound cutting,front and rear end processing.; Micro hole machining,hole ID＞0.10mm.; Mirror surface processing on probe head.; Precision metal alloy drawing,straightening and cutting.","(1)Semiconductor chip test probe Top Plunger& Bottom Plunger; Pd Alloy： Top plunger,Bottom plunger; BeCu： Top plunger,Bottom plunger; SK4： Top plunger,Bottom plunger; (2)Manufacturing Technology; Compound cutting with high precision CNC automatic lathe.; Heat treatment.; Manufacture of bars and coils of palladium alloys, etc.; Surface finishing.; (3)Special Processing Technology; Ultra-micro machining capability:part OD＞0.02mm.; Micro compound cutting,front and rear end processing.; Micro hole machining,hole ID＞0.10mm.; Mirror surface processing on probe head.; Precision metal alloy drawing,straightening and cutting.",,,,"GOLDLINK TECH (HK) CO., LIMITED","Reliability Testing; The products of Hong Kong Golden Connection Technology Co., Ltd. are precious and non-ferrous metal alloy materials used for semiconductor chip test probes and medical products. This includes palladium alloy rods and wires used for semiconductor chip; ODM","Reliability Testing; The products of Hong Kong Golden Connection Technology Co., Ltd. are precious and non-ferrous metal alloy materials used for semiconductor chip test probes and medical products. This includes palladium alloy rods and wires used for semiconductor chip; ODM"
Membrane Switch,Membrane Switch,"Membrane Switch is a user-friendly electro-mechanical switch with its unique graphic printing on the overlay, made up primarily of laminated PET, in which depression of the contact will turn the circuit on and off. Characterized by its functional stability, material lightness and flexibility, the membrane switch commands good potential to tie in customized PCB installation. Moreover, membrane switch is moisture and heat resistant that meets UL 94 flammability and IP 65. - Selective coloring and texture printing and window opening - Choices of tactile effect: polydome or metal dome - EMI, RFI, and ESD shielding available - Choices of backlight: LED, LED panel, EL and light guide film - SMD components mounted on the circuit - Capacitive Membrane Switch","Membrane Switch is a user-friendly electro-mechanical switch with its unique graphic printing on the overlay, made up primarily of laminated PET, in which depression of the contact will turn the circuit on and off. Characterized by its functional stability, material lightness and flexibility, the membrane switch commands good potential to tie in customized PCB installation. Moreover, membrane switch is moisture and heat resistant that meets UL 94 flammability and IP 65. - Selective coloring and texture printing and window opening - Choices of tactile effect: polydome or metal dome - EMI, RFI, and ESD shielding available - Choices of backlight: LED, LED panel, EL and light guide film - SMD components mounted on the circuit - Capacitive Membrane Switch",,,,General Circuit International Limited,"Manufacturing & Industrial Engineering, Assembly & Subsystem ( include PCB Assembly ), Assemblies for Measurement Applications, Keyboard Panel Membrane, Printed Circuit Board (PCB); Keypad solutions provider. Main products: Membrane switch, Touch screen (capacitive & resistive), display cover glass, PCB & FPC with & without SMT & bonding, any rubber keypad & accessory, injection liquid silicon rubber, plastic injection/extrusion; Others, OEM","Manufacturing & Industrial Engineering, Assembly & Subsystem ( include PCB Assembly ), Assemblies for Measurement Applications, Keyboard Panel Membrane, Printed Circuit Board (PCB); Keypad solutions provider. Main products: Membrane switch, Touch screen (capacitive & resistive), display cover glass, PCB & FPC with & without SMT & bonding, any rubber keypad & accessory, injection liquid silicon rubber, plastic injection/extrusion; Others, OEM"
Metal Switch Frame,Metal Switch Frame,Metal Switch Frame,Metal Switch Frame,,,,Golden Resources Metal Industrial Limited,"Electronic Manufacturing Service, Manufacturing & Industrial Engineering; Metal case,CNC products,Painting and printing part; Others","Electronic Manufacturing Service, Manufacturing & Industrial Engineering; Metal case,CNC products,Painting and printing part; Others"
Incell display TS8060HD007-T,Incell display TS8060HD007-T,"The TS8060HD007-T is a TFT-LCD display that can attain a contrast ratio of 1500 and a luminance of 400cd/m². Apart from that, it is adapted to functioning ordinarily within an array of temperature range, encompassing from -25℃ to +70℃. The incell display products offer tactile feedback that is both more precise and rapid.","The TS8060HD007-T is a TFT-LCD display that can attain a contrast ratio of 1500 and a luminance of 400cd/m². Apart from that, it is adapted to functioning ordinarily within an array of temperature range, encompassing from -25℃ to +70℃. The incell display products offer tactile feedback that is both more precise and rapid.",,,,"Hong Kong Seehigh International Transportation Co., Limited","Liquid Crystal Display (LCD); TFT LCD Display,CTP Full Lamination Display,OLED Display,INCELL Display; ODM, OEM","Liquid Crystal Display (LCD); TFT LCD Display,CTP Full Lamination Display,OLED Display,INCELL Display; ODM, OEM"
Aluminum Module,Aluminum Module,"This aluminum module comes in a classical design for added flexibility. The top-quality metal housing is robust and offers an extra-long serving time. This aluminum module is easy and user-friendly to install, maintain and replace.","This aluminum module comes in a classical design for added flexibility. The top-quality metal housing is robust and offers an extra-long serving time. This aluminum module is easy and user-friendly to install, maintain and replace.",,,,Infosmart Group Limited,"Display Unit & Accessories; Aluminum Diecast Items, Zamak Diecast Items, CNC processing, Surface Processing Treatment, Quality Assembly, QA Manufacturing, Plastics Parts, Mobile Table, Injection, Powder Coating, Anodizing, LED lamp, Desktop Light, Tracking Light; ODM, OEM","Display Unit & Accessories; Aluminum Diecast Items, Zamak Diecast Items, CNC processing, Surface Processing Treatment, Quality Assembly, QA Manufacturing, Plastics Parts, Mobile Table, Injection, Powder Coating, Anodizing, LED lamp, Desktop Light, Tracking Light; ODM, OEM"
STRING - Customised Type C To USB 2.0,STRING - Customised Type C To USB 2.0,STRING - Customised Type C To USB 2.0,STRING - Customised Type C To USB 2.0,,,,Linpo Industrial Ltd,"Prototype Making, Electrical Wire & Cable, Production Management, Computer Cable, Electrical Plug, Manufacturing & Industrial Engineering; We specialise in the production of custom cable assembly and wire harness to our client’s requirements. Our production facility combines automation with manual staffing to create the best value for our clients in an efficient manner.; ODM, OBM, OEM","Prototype Making, Electrical Wire & Cable, Production Management, Computer Cable, Electrical Plug, Manufacturing & Industrial Engineering; We specialise in the production of custom cable assembly and wire harness to our client’s requirements. Our production facility combines automation with manual staffing to create the best value for our clients in an efficient manner.; ODM, OBM, OEM"
Capacitive Touchscreen,Capacitive Touchscreen,Industrial Grade Capacitive Touchscreen with or without LCD,Industrial Grade Capacitive Touchscreen with or without LCD,,,,Maxtech Circuit HK Limited,"Manufacturing & Industrial Engineering, Keyboard Panel Membrane; ITO Touchscreens, Capacitive and Resistive,  Membrane Switch Keyboard,
Rubber Keypads, Back-lighting for Membrane Switch Patented China Inventor, Light Force Sensing Switch Keyboard , Assembly of other complex integrated switches; Others","Manufacturing & Industrial Engineering, Keyboard Panel Membrane; ITO Touchscreens, Capacitive and Resistive,  Membrane Switch Keyboard,
Rubber Keypads, Back-lighting for Membrane Switch Patented China Inventor, Light Force Sensing Switch Keyboard , Assembly of other complex integrated switches; Others"
