NAME_KR,NAME_EN,DESCRIPTION_KR,DESCRIPTION_EN,KEYWORDS_KR,KEYWORDS_EN,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_KR,INDUSTRY_NAME_EN
Two-Phase Nano Immersion Coolant for Servers and High-Performance Computers,Two-Phase Nano Immersion Coolant for Servers and High-Performance Computers,"Traditional air cooling for high-performance computers and servers suffers from poor heat transfer efficiency, leading to high energy consumption. NAMI’s high-performance two-phase immersion coolant ensures stable operation and longer equipment life. Trial use of this innovative coolant at Civil Aviation Department’s Control Tower Simulator had achieved 25% cooling energy savings under various testing environments. NAMI’s high-performance two-phase immersion coolant has strong potential for expansion to other large-scale systems.; Major Benefits; Application Areas","Traditional air cooling for high-performance computers and servers suffers from poor heat transfer efficiency, leading to high energy consumption. NAMI’s high-performance two-phase immersion coolant ensures stable operation and longer equipment life. Trial use of this innovative coolant at Civil Aviation Department’s Control Tower Simulator had achieved 25% cooling energy savings under various testing environments. NAMI’s high-performance two-phase immersion coolant has strong potential for expansion to other large-scale systems.; Major Benefits; Application Areas",,,,Nano and Advanced Materials Institute Limited,"E-Health,Data Centre Facilities,Smart Airport,Intelligent Transportation System; High-performance Dual Phases Immersion Coolant for 5G Servers; Pressure Sensing System for Foot Health Monitoring; Lightweight & Durable Li-ion Batteries for Electric Bike; Self-Powered Trolley Trackers for Smart Airport; Others","E-Health,Data Centre Facilities,Smart Airport,Intelligent Transportation System; High-performance Dual Phases Immersion Coolant for 5G Servers; Pressure Sensing System for Foot Health Monitoring; Lightweight & Durable Li-ion Batteries for Electric Bike; Self-Powered Trolley Trackers for Smart Airport; Others"
All-Weather Mission-Critical Battery for Next Generation Emergency Call (NG-eCall) Systems,All-Weather Mission-Critical Battery for Next Generation Emergency Call (NG-eCall) Systems,"NAMI's battery for NG-eCall system allows over 15-min voice calls across a wide temperature range from -40°C to 85°C, with 10 years of storage without degradation even at temperature above 50°C, ensuring eCall system functions continuously throughout the vehicle's service life, regardless of location or time.; Major Benefits; Application Areas","NAMI's battery for NG-eCall system allows over 15-min voice calls across a wide temperature range from -40°C to 85°C, with 10 years of storage without degradation even at temperature above 50°C, ensuring eCall system functions continuously throughout the vehicle's service life, regardless of location or time.; Major Benefits; Application Areas",,,,Nano and Advanced Materials Institute Limited,"E-Health,Data Centre Facilities,Smart Airport,Intelligent Transportation System; High-performance Dual Phases Immersion Coolant for 5G Servers; Pressure Sensing System for Foot Health Monitoring; Lightweight & Durable Li-ion Batteries for Electric Bike; Self-Powered Trolley Trackers for Smart Airport; Others","E-Health,Data Centre Facilities,Smart Airport,Intelligent Transportation System; High-performance Dual Phases Immersion Coolant for 5G Servers; Pressure Sensing System for Foot Health Monitoring; Lightweight & Durable Li-ion Batteries for Electric Bike; Self-Powered Trolley Trackers for Smart Airport; Others"
AIGC Intelligent Compliance  and Risk Control Solution,AIGC Intelligent Compliance  and Risk Control Solution,"Leveraging large language model technology, combined with expert systems and industry knowledge bases, AIGC assists financial institutions in internalizing external regulations, intelligent interpretation, automated report generation, and compliance process checks in the field of intelligent risk control.","Leveraging large language model technology, combined with expert systems and industry knowledge bases, AIGC assists financial institutions in internalizing external regulations, intelligent interpretation, automated report generation, and compliance process checks in the field of intelligent risk control.",,,,Hi-Think Technology International Limited,"Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others","Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others"
MLOps Platform,MLOps Platform,"The MLOps platform offers a one-stop solution for AI model training, deployment, data annotation, and API integration, assisting small and medium-sized enterprises in rapidly achieving AI transformation.","The MLOps platform offers a one-stop solution for AI model training, deployment, data annotation, and API integration, assisting small and medium-sized enterprises in rapidly achieving AI transformation.",,,,Hi-Think Technology International Limited,"Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others","Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others"
Process Copilot,Process Copilot,"Process mining is a product developed for creating a Digital Twin of an Organization (DTO). It combines technologies such as data science, process management, and artificial intelligence to enable the visual monitoring of business processes. By understanding, improving, and optimizing business processes, it enhances workflow efficiency, effectiveness, and productivity, maximizing business outcomes. It can identify business bottlenecks and use analytical techniques to find the causes of inefficiencies and optimize resource allocation, thereby achieving task automation.","Process mining is a product developed for creating a Digital Twin of an Organization (DTO). It combines technologies such as data science, process management, and artificial intelligence to enable the visual monitoring of business processes. By understanding, improving, and optimizing business processes, it enhances workflow efficiency, effectiveness, and productivity, maximizing business outcomes. It can identify business bottlenecks and use analytical techniques to find the causes of inefficiencies and optimize resource allocation, thereby achieving task automation.",,,,Hi-Think Technology International Limited,"Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others","Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others"
Knowledge-based Intelligent Audit,Knowledge-based Intelligent Audit,Introducing an audit knowledge base to improve audit management efficiency; adopting a knowledge-driven model for intelligent audit operations; broadening audit perspectives to strengthen risk identification capabilities; promoting knowledge sharing to build a collaborative supervision-audit ecosystem.,Introducing an audit knowledge base to improve audit management efficiency; adopting a knowledge-driven model for intelligent audit operations; broadening audit perspectives to strengthen risk identification capabilities; promoting knowledge sharing to build a collaborative supervision-audit ecosystem.,,,,Hi-Think Technology International Limited,"Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others","Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others"
Business Process Agent (BPA),Business Process Agent (BPA),"BPA is a next-generation AI Agent-driven business process automation platform that integrates cutting-edge technologies such as large language models (LLM), AI generation, OCR, and process mining. Based on the ""Human-in-the-Loop, human-machine collaboration"" concept, it assists enterprises in achieving digital business transformation. It shifts traditional human-centered business operations to an AI-agent-driven business process automation model, upgrading roles and reshaping the human-machine collaboration paradigm. Employees transition from being operators to process monitors, focusing on high-value-added business activities and supervising and training AI digital employees instead of engaging in repetitive manual tasks.","BPA is a next-generation AI Agent-driven business process automation platform that integrates cutting-edge technologies such as large language models (LLM), AI generation, OCR, and process mining. Based on the ""Human-in-the-Loop, human-machine collaboration"" concept, it assists enterprises in achieving digital business transformation. It shifts traditional human-centered business operations to an AI-agent-driven business process automation model, upgrading roles and reshaping the human-machine collaboration paradigm. Employees transition from being operators to process monitors, focusing on high-value-added business activities and supervising and training AI digital employees instead of engaging in repetitive manual tasks.",,,,Hi-Think Technology International Limited,"Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others","Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others"
Management assistance system for project application and policy interpretation,Management assistance system for project application and policy interpretation,"Utilize generative AI technology to optimize the government's project application and review process:; Accurately detect the similarity of application materials to ensure their authenticity and compliance.; Optimize the expert recommendation system with AI to guarantee fairness and impartiality in the review.; Provide policy analysis and push services to help enterprises quickly understand policy content.; This can effectively improve the efficiency of government project application and review, and contribute to the optimization of government resources and the development of key projects.","Utilize generative AI technology to optimize the government's project application and review process:; Accurately detect the similarity of application materials to ensure their authenticity and compliance.; Optimize the expert recommendation system with AI to guarantee fairness and impartiality in the review.; Provide policy analysis and push services to help enterprises quickly understand policy content.; This can effectively improve the efficiency of government project application and review, and contribute to the optimization of government resources and the development of key projects.",,,,Hi-Think Technology International Limited,"Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others","Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others"
Enterprise Knowledge  Intelligent Agent,Enterprise Knowledge  Intelligent Agent,"Focusing on the application scenarios of domain knowledge within enterprises, leveraging technologies such as Large Language Models (LLM), Retrieval Augmented Generation (RAG), Knowledge Graph, and AI Agent, we aim to enhance the utilization and inheritance efficiency of business and management knowledge in the enterprise's private domain, activate the value of the enterprise’s private - domain data assets, and assist the enterprise in improving quality and increasing efficiency.","Focusing on the application scenarios of domain knowledge within enterprises, leveraging technologies such as Large Language Models (LLM), Retrieval Augmented Generation (RAG), Knowledge Graph, and AI Agent, we aim to enhance the utilization and inheritance efficiency of business and management knowledge in the enterprise's private domain, activate the value of the enterprise’s private - domain data assets, and assist the enterprise in improving quality and increasing efficiency.",,,,Hi-Think Technology International Limited,"Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others","Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others"
Hi-Think Space Time  Big Data Platform,Hi-Think Space Time  Big Data Platform,"Integrates multi-source data such as natural geography, human activities, and IoT to build a unified spatio-temporal data management system. It offers functions like data fusion, intelligent analysis, and visualization, supporting applications in government services, logistics, emergency response, and more. By deeply mining spatio-temporal data and empowering industries, it optimizes resource allocation, enhances decision-making efficiency, and provides a comprehensive, intelligent solution for the low-altitude economy sector.","Integrates multi-source data such as natural geography, human activities, and IoT to build a unified spatio-temporal data management system. It offers functions like data fusion, intelligent analysis, and visualization, supporting applications in government services, logistics, emergency response, and more. By deeply mining spatio-temporal data and empowering industries, it optimizes resource allocation, enhances decision-making efficiency, and provides a comprehensive, intelligent solution for the low-altitude economy sector.",,,,Hi-Think Technology International Limited,"Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others","Virtual Reality (VR) / Augmented Reality (AR) Technology,e-government Solutions,Software Outsourcing Service,Artificial Intelligence System,Green Building Solutions and Service; The exhibition's core theme is ""All in AI"", covering AI Empowering Software Engineering, AI Empowering Enterprise Operations, and AI Empowering Customer Growth.; Others"
