NAME_KR,NAME_EN,DESCRIPTION_KR,DESCRIPTION_EN,KEYWORDS_KR,KEYWORDS_EN,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_KR,INDUSTRY_NAME_EN
LED Driver,LED Driver,LED Driver,LED Driver,,,,"Zhuhai Shengchang Electronics Co., Limited","Downlight,LED Lighting,LED Driver,LED Panel Light,Street Light,Grow Light,Indoor Lighting,Industrial Lighting,Kitchen Lighting,Office Lighting; 10W-1800W intelligent dimmable LED driver and controller for outdoor lighting & indoor lighting, includes DALI-2, DMX512, Triac/Phase/ELV/MLV, 0/1-10V, ZigBee/BLE/Wi-Fi wireless Dimmable LED Driver. With UL,cUL,FCC,ENEC,TUV,CE,CB,SAA,CCC,RoHs,REACH; ODM, OBM, OEM","Downlight,LED Lighting,LED Driver,LED Panel Light,Street Light,Grow Light,Indoor Lighting,Industrial Lighting,Kitchen Lighting,Office Lighting; 10W-1800W intelligent dimmable LED driver and controller for outdoor lighting & indoor lighting, includes DALI-2, DMX512, Triac/Phase/ELV/MLV, 0/1-10V, ZigBee/BLE/Wi-Fi wireless Dimmable LED Driver. With UL,cUL,FCC,ENEC,TUV,CE,CB,SAA,CCC,RoHs,REACH; ODM, OBM, OEM"
CB CE SAA Approved LED Emergency Running Man Exit Sign,CB CE SAA Approved LED Emergency Running Man Exit Sign,"FEATURES & BENEFITS; •Universal field-selectable single-/double-face; •Surface, ceiling, end, recessed and hanging mounting; •Suitable for Damp Locations; SPECIFICATIONS; Illumination: Legend: Long-life, high-intensity LEDs; Housing: Injection-molded ABS housing; Input Voltage: 220-240VAC 50Hz; Battery: Maintenance-free 3.2V LiFePO4 battery; Operating Temperature: 0°C to 40°C (32°F to 104°F); Charging time: 24 hours; Discharge time: 180 minutes; Mounting: Surface, ceiling, end, recessed and hangingIP20; Class II; Finish: White; Dimension: 370*210.7*90mm; Certifications:; EN 60598-2-22:2014+A1:2020; EN IEC 60598-1:2021;; EN 62493:2015; EN IEC 62031:2020;; EN 61347-2-7:2012+A1:2019; EN 61347-2-13:2014+A1:2017;; EN 61347-1:2015+A1:2021","FEATURES & BENEFITS; •Universal field-selectable single-/double-face; •Surface, ceiling, end, recessed and hanging mounting; •Suitable for Damp Locations; SPECIFICATIONS; Illumination: Legend: Long-life, high-intensity LEDs; Housing: Injection-molded ABS housing; Input Voltage: 220-240VAC 50Hz; Battery: Maintenance-free 3.2V LiFePO4 battery; Operating Temperature: 0°C to 40°C (32°F to 104°F); Charging time: 24 hours; Discharge time: 180 minutes; Mounting: Surface, ceiling, end, recessed and hangingIP20; Class II; Finish: White; Dimension: 370*210.7*90mm; Certifications:; EN 60598-2-22:2014+A1:2020; EN IEC 60598-1:2021;; EN 62493:2015; EN IEC 62031:2020;; EN 61347-2-7:2012+A1:2019; EN 61347-2-13:2014+A1:2017;; EN 61347-1:2015+A1:2021",,,,"Ningbo Changrong Lighting and Electronics Technology Co., Ltd.","Exit Light,Emergency & Professional Lighting; Emergency Light, Exit Light, Camping Light; ODM, OBM, OEM","Exit Light,Emergency & Professional Lighting; Emergency Light, Exit Light, Camping Light; ODM, OBM, OEM"
COB Tape Light,COB Tape Light,"Power: <14 .4W/M;; Voltage: 24V;; Ra: 90+ ;; FPC width: 10mm;; Luminous Flux: 1152LM;; IP rating:  IP20 ;; Cuttable length: 62.5mm;; Max Run: 5M(SDCM<3);; Warranty: 5 years warranty indoor use.; Product features:; 1.Dot free and perfectly homogeneous linear light.; 2. Immersion gold process, anti-oxidation and prevents color drift.; 3. FPC in special design, protect the chips, strengthen the bending resistance and have a; better heat dissipation.","Power: <14 .4W/M;; Voltage: 24V;; Ra: 90+ ;; FPC width: 10mm;; Luminous Flux: 1152LM;; IP rating:  IP20 ;; Cuttable length: 62.5mm;; Max Run: 5M(SDCM<3);; Warranty: 5 years warranty indoor use.; Product features:; 1.Dot free and perfectly homogeneous linear light.; 2. Immersion gold process, anti-oxidation and prevents color drift.; 3. FPC in special design, protect the chips, strengthen the bending resistance and have a; better heat dissipation.",,,,"Shenzhen Guoying Optoelectronics Co., Ltd.","Decorative Lamp,LED Lighting; LED lighting products; Others, ODM, OEM, OBM","Decorative Lamp,LED Lighting; LED lighting products; Others, ODM, OEM, OBM"
RGB LED Downlight,RGB LED Downlight,12w CRI80 IP65 FRONT; #LED Downlight #Downlight #Recessed LED Downlight # Recessed Downlight,12w CRI80 IP65 FRONT; #LED Downlight #Downlight #Recessed LED Downlight # Recessed Downlight,,,https://sourcing-media.hktdc.com/product-original/RGB-20LED-20Downlight/1e97749692f34ec1b54d83e1a137d964,"Suzhou Radiant Lighting Technology Co., Ltd.","Ceiling Light,Spotlight,Downlight,Architectural Lighting,LED Lighting,Indoor Lighting; LED downlight, LED light, LED commercial downlight, LED spotlight, ODM, product design, offer one-stop service from product design, tooling, package design and video creation.; OEM, ODM","Ceiling Light,Spotlight,Downlight,Architectural Lighting,LED Lighting,Indoor Lighting; LED downlight, LED light, LED commercial downlight, LED spotlight, ODM, product design, offer one-stop service from product design, tooling, package design and video creation.; OEM, ODM"
Firmament • Auralight,Firmament • Auralight,"1、Aesthetic design,stellar inspiration and minimalist design; 2、Innovation light, dual lighting, Atmosphere / sleep aid up light, no flicker down light; 3、Premium craftwork, elegant detailing; 4、Premium pearlescent finish, high-quality & durable construction5、Nano-coated for uniform amber Light, optimized photon diffusion; 6、Crystal-clear, glass-like shade for a sparkling glow","1、Aesthetic design,stellar inspiration and minimalist design; 2、Innovation light, dual lighting, Atmosphere / sleep aid up light, no flicker down light; 3、Premium craftwork, elegant detailing; 4、Premium pearlescent finish, high-quality & durable construction5、Nano-coated for uniform amber Light, optimized photon diffusion; 6、Crystal-clear, glass-like shade for a sparkling glow",,,,Xiamen Topstar Lighting Co Ltd,"Ceiling Light,Wall Lamp,Floor Lamp,Explosion-Proof Light,Sensor Light,Edison Bulb,PAR Bulb,LED Panel Light,High Bay Light,Office Lighting; Topstar is a large manufacturer in China, provides odm/oem services for our customers, on LED lighting fixtures, bulbs, smart iot, etc. We have 30+ full-automatic production lines for downlights, panels, t8, filaments, and bulbs.; ODM, OEM, Others","Ceiling Light,Wall Lamp,Floor Lamp,Explosion-Proof Light,Sensor Light,Edison Bulb,PAR Bulb,LED Panel Light,High Bay Light,Office Lighting; Topstar is a large manufacturer in China, provides odm/oem services for our customers, on LED lighting fixtures, bulbs, smart iot, etc. We have 30+ full-automatic production lines for downlights, panels, t8, filaments, and bulbs.; ODM, OEM, Others"
LHB12,LHB12,LHB12,LHB12,,,,AGC Lighting Co Ltd,"Wall Lamp,Explosion-Proof Light,Wall Washer,Architectural Lighting,Outdoor Floodlight,Street Light,High Bay Light,Tunnel Light,Industrial Lighting,Solar Lights; LED High Bay Lights, LED Linear Lights, LED Flood Lights, LED Street Lights, LED Area Lights, LED Wall Pack Lights, LED Urban Lights, LED Sports Lights, LED Solar Lights, Explosion Proof LED Lights.; ODM, OEM","Wall Lamp,Explosion-Proof Light,Wall Washer,Architectural Lighting,Outdoor Floodlight,Street Light,High Bay Light,Tunnel Light,Industrial Lighting,Solar Lights; LED High Bay Lights, LED Linear Lights, LED Flood Lights, LED Street Lights, LED Area Lights, LED Wall Pack Lights, LED Urban Lights, LED Sports Lights, LED Solar Lights, Explosion Proof LED Lights.; ODM, OEM"
LED Neon Flex,LED Neon Flex,"1. Double side lighting effect; 2. Pure copper film layer fpc; 3. Flexible, bendable, unbreakable&cuttable; 4. Environmental friendly pvc; 5. Low energy consumption; 6. IP65 waterprood; 7. CE / CB / RoHs / REACH approval; 8. Various colors are available","1. Double side lighting effect; 2. Pure copper film layer fpc; 3. Flexible, bendable, unbreakable&cuttable; 4. Environmental friendly pvc; 5. Low energy consumption; 6. IP65 waterprood; 7. CE / CB / RoHs / REACH approval; 8. Various colors are available",,,,Glamor Illumination Limited,"LED Lighting,LED Bulb,LED Tube,Indoor Lighting,Christmas Light; LED Lighting, LED rope light, LED light chain, LED Bulb, LED Motif, LED solar light, LED wall washer and LED flood light.; ODM, OEM","LED Lighting,LED Bulb,LED Tube,Indoor Lighting,Christmas Light; LED Lighting, LED rope light, LED light chain, LED Bulb, LED Motif, LED solar light, LED wall washer and LED flood light.; ODM, OEM"
LED Panel light-NEBULA,LED Panel light-NEBULA,NEBULA Eco超薄LED面板灯具有出色的透光率; 和光输出。6W/12W/18W/24W/30W 瓦选项。各种; 安装方式包括悬挂式、表面安装式和; 凹进式。纤薄的外观非常适合所有工作场合。,NEBULA Eco超薄LED面板灯具有出色的透光率; 和光输出。6W/12W/18W/24W/30W 瓦选项。各种; 安装方式包括悬挂式、表面安装式和; 凹进式。纤薄的外观非常适合所有工作场合。,,,,TOPJET INTERNATIONAL LIMITED,"Ceiling Light,Chandelier,Downlight,Track Light,LED Lighting,LED Panel Light,Indoor Lighting,Kitchen Lighting,Office Lighting; NEBULA Eco Super slim Led Panel light offers great transmittance
and light output.6W/12W/18W/24W/30W watts options. Various
installation ways include suspended, surface mounted, and
recessed.The slim profile fits perfectly for all working places.; OBM","Ceiling Light,Chandelier,Downlight,Track Light,LED Lighting,LED Panel Light,Indoor Lighting,Kitchen Lighting,Office Lighting; NEBULA Eco Super slim Led Panel light offers great transmittance
and light output.6W/12W/18W/24W/30W watts options. Various
installation ways include suspended, surface mounted, and
recessed.The slim profile fits perfectly for all working places.; OBM"
Smart American Dimmer,Smart American Dimmer,Smart American Dimmer,Smart American Dimmer,,,,A-Z Star Electrical (Hong Kong) Limited,"Wall Lamp,Decorative Lamp,Downlight,PAR Bulb,Light Dimmer,Light Switch,Security Lighting,LED Lighting,LED Bulb,OLED Lighting,LED Driver,Indoor Lighting; LED Lamp, LED Bulb, Spotlight, MR Lamp, GU Lamp, PAR Lamp, A Lamp, CandleLamp, Globe Lamp, R(BR) Lamp, 3-Way A Lamp, Specialty Lamp, Tube, Dimmer,Motion Security Light; OEM, ODM","Wall Lamp,Decorative Lamp,Downlight,PAR Bulb,Light Dimmer,Light Switch,Security Lighting,LED Lighting,LED Bulb,OLED Lighting,LED Driver,Indoor Lighting; LED Lamp, LED Bulb, Spotlight, MR Lamp, GU Lamp, PAR Lamp, A Lamp, CandleLamp, Globe Lamp, R(BR) Lamp, 3-Way A Lamp, Specialty Lamp, Tube, Dimmer,Motion Security Light; OEM, ODM"
LED Under Cabinet Lamp,LED Under Cabinet Lamp,LED Under Cabinet Lamp,LED Under Cabinet Lamp,,,,"Foshan LedKey Lighting Co., Ltd.","Ceiling Light,Decorative Lamp,Indoor Lighting,Contemporary Light,Kitchen Lighting; Commercial linear ceiling fixtures, Residential ceiling lights, wall lights, undercabinet lights, bathroom vanity lights, outdoor wall lights, lighting fans.; OEM, ODM","Ceiling Light,Decorative Lamp,Indoor Lighting,Contemporary Light,Kitchen Lighting; Commercial linear ceiling fixtures, Residential ceiling lights, wall lights, undercabinet lights, bathroom vanity lights, outdoor wall lights, lighting fans.; OEM, ODM"
T12/T11-G45,T12/T11-G45,"3W/4W/5W/6W/7W/8W,3000K/4000K/6500K,CRI70 or 80,IC/RC/Linear IC Driver,2 or 1 year warranty,80-85lm/w.","3W/4W/5W/6W/7W/8W,3000K/4000K/6500K,CRI70 or 80,IC/RC/Linear IC Driver,2 or 1 year warranty,80-85lm/w.",,,,"Hangzhou Tiger Electron & Electric Co., Ltd.","Ceiling Light,Spotlight,Downlight,Sensor Light,PAR Bulb,LED Lighting,LED Bulb,LED Tube,Indoor Lighting,Kitchen Lighting; LED Bulb, LED Lamp, LED Spotlight such as C37, G45, A60, A70, A80, GU10, MR16, R39, R50, R63,LED Downlights, LED T5, LED Bulkheads etc.; OEM","Ceiling Light,Spotlight,Downlight,Sensor Light,PAR Bulb,LED Lighting,LED Bulb,LED Tube,Indoor Lighting,Kitchen Lighting; LED Bulb, LED Lamp, LED Spotlight such as C37, G45, A60, A70, A80, GU10, MR16, R39, R50, R63,LED Downlights, LED T5, LED Bulkheads etc.; OEM"
